issue_type,record_id,topic_label_id_candidates,topic_label_final_candidates,label_file_source,details
missing_topic_label,REC_004211,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012815,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012548,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012655,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012998,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013133,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013254,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012708,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013028,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013374,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013093,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013127,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013169,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013390,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012412,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012400,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013208,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012792,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012964,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004174,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013282,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012864,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012704,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003585,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013145,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_008227,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003913,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013015,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003356,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009008,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012413,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012443,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013232,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013393,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013252,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012957,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013266,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012510,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012666,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003531,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012667,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012695,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010685,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010711,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009076,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_008946,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Han.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004211,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012655,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013257,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012881,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012663,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012822,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012608,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003994,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012932,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003476,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012401,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013005,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004045,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001019,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013214,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013422,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013318,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_008564,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013262,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012631,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003687,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013020,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003756,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012900,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013058,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012947,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010399,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013175,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012360,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013229,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012512,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012913,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003707,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013070,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012949,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013316,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003728,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013436,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003349,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012921,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013042,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002391,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012353,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009900,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004296,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004679,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001589,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012738,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000047,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005453,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011918,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004620,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004512,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002162,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001778,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010617,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004015,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009329,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012895,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011317,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013426,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013351,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011013,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010659,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010795,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005409,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003958,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003974,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002856,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004819,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013400,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003016,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000506,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003389,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005843,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010394,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011603,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006302,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013404,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005066,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002122,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013358,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005838,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010831,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005541,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001948,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001154,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006199,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000244,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009303,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003012,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006314,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004681,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003749,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002496,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009367,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003614,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001741,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001543,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004876,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006095,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006038,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009415,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003797,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009903,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000694,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_013388,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004948,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012256,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001929,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001005,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003196,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002800,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004801,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010087,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000492,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002067,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004496,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011825,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_005505,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009885,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006283,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_009536,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003542,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_004489,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010632,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_012528,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_006263,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_002502,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_008325,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_011309,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003877,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003195,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_001488,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003533,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_000236,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_010260,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
missing_topic_label,REC_003367,,,data/05_Labeling/Final_Labeled/[DS107] Gán nhãn - Nhung.csv,Label row is missing both topic_label_final and topic_label_id.
